0;15;0;180
0,05;15;0;180,0004853
0,1;14,93501091;-4,77422E-07;180,0004852
0,15;14,81660584;-1,34685E-06;180,0004849
0,2;14,72978845;-1,9835E-06;180,0004842
0,25;14,62241509;-2,76876E-06;180,0004828
0,3;14,52619654;-3,46961E-06;180,0004806
0,35;14,4579233;-3,96291E-06;180,0004774
0,4;14,41488863;-4,27124E-06;180,0004733
0,45;14,32805742;-4,88618E-06;180,000468
0,5;14,24998373;-5,43147E-06;180,0004615
0,55;14,19553956;-5,80348E-06;180,0004537
0,6;14,14305434;-6,15499E-06;180,0004446
0,65;14,07521066;-6,59791E-06;180,0004342
0,7;14,01682574;-6,9689E-06;180,0004224
0,75;13,97525621;-7,22218E-06;180,0004092
0,8;13,93077088;-7,48276E-06;180,0003946
0,85;13,9038782;-7,63384E-06;180,0003787
0,9;13,85617708;-7,88665E-06;180,0003613
0,95;13,83233357;-8,00594E-06;180,0003426
1;13,80031011;-8,1555E-06;180,0003226
1,05;13,76979796;-8,28531E-06;180,0003012
1,1;13,73678235;-8,41392E-06;180,0002785
1,15;13,69600065;-8,55628E-06;180,0002547
1,2;13,66746566;-8,64367E-06;180,0002296
1,25;13,64025626;-8,71522E-06;180,0002034
1,3;13,6238671;-8,75052E-06;180,0001761
1,35;13,60778753;-8,77732E-06;180,0001478
1,4;13,59195514;-8,79571E-06;180,0001185
1,45;13,57631429;-8,80574E-06;180,0000882
1,5;13,56081586;-8,80735E-06;180,0000571
1,55;13,54541682;-8,80047E-06;180,0000252
1,6;13,53007989;-8,78497E-06;179,9999926
1,65;13,51477311;-8,76068E-06;179,9999593
1,7;13,49946944;-8,72742E-06;179,9999255
1,75;13,48414632;-8,685E-06;179,9998912
1,8;13,46878529;-8,63319E-06;179,9998564
1,85;13,45337155;-8,57181E-06;179,9998213
1,9;13,4378936;-8,50064E-06;179,999786
1,95;13,42234281;-8,4195E-06;179,9997504
2;13,40671314;-8,32821E-06;179,9997146
2,05;13,39100074;-8,22662E-06;179,9996788
2,1;13,37520367;-8,1146E-06;179,9996429
2,15;13,3593216;-7,99203E-06;179,9996071
2,2;13,32407617;-7,7908E-06;180,0001033
2,25;13,28882718;-8,72994E-06;180,0035044
2,3;13,25943494;-1,32961E-05;180,0122868
2,35;13,22581901;-2,53733E-05;180,0283301
2,4;13,20004571;-4,36366E-05;180,0536411
2,45;13,17385611;-7,89691E-05;180,0894838
2,5;13,14421786;-0,00014007;180,1356957
2,55;13,12517897;-0,000194953;180,1934057
2,6;13,09063055;-0,000335535;180,2636885
2,65;13,05590664;-0,000519235;180,345251
2,7;13,03134315;-0,000690142;180,4389699
2,75;13,00428769;-0,000932181;180,5440529
2,8;12,98559199;-0,001131064;180,6591986
2,85;12,95829798;-0,001479083;180,7848955
2,9;12,93256672;-0,001861109;180,9204619
2,95;12,90850535;-0,002280758;181,0643051
3;12,88267893;-0,002803298;181,2157949
3,05;12,85545459;-0,003423124;181,3738842
3,1;12,83867223;-0,003853393;181,5380125
3,15;12,82188192;-0,004332851;181,7069696
3,2;12,80508601;-0,004862733;181,8798166
3,25;12,78828661;-0,005443994;182,0556317
3,3;12,7714856;-0,006077314;182,233519
3,35;12,7546846;-0,006763108;182,412617
3,4;12,73788502;-0,007501543;182,5921053
3,45;12,72108805;-0,008292548;182,7712094
3,5;12,70429472;-0,009135834;182,9492047
3,55;12,68750586;-0,010030906;183,1254191
3,6;12,67072214;-0,010977087;183,2992349
3,65;12,6539441;-0,011973528;183,4700892
3,7;12,63717214;-0,01301923;183,6374741
3,75;12,62040654;-0,014113056;183,8009361
3,8;12,60364748;-0,015253754;183,9600752
3,85;12,58689506;-0,016439968;184,1145427
3,9;12,57014927;-0,017670252;184,26404
3,95;12,55341007;-0,018943088;184,4083158
4;12,53667734;-0,020256897;184,5471642
4,05;12,51995091;-0,021610054;184,680422
4,1;12,50323059;-0,023000895;184,807966
4,15;12,48651612;-0,024427731;184,9297103
4,2;12,46980725;-0,025888861;185,0456041
4,25;12,4531037;-0,027382575;185,1556285
4,3;12,43640517;-0,028907166;185,2597941
4,35;12,41971137;-0,030460938;185,3581385
4,4;12,40302197;-0,032042213;185,4507238
4,45;12,38633669;-0,033649335;185,5376342
4,5;12,36965521;-0,035280679;185,6189738
4,55;12,35297723;-0,036934651;185,6948642
4,6;12,33630246;-0,038609699;185,7654425
4,65;12,31963063;-0,040304313;185,8308596
4,7;12,30296145;-0,042017029;185,891278
4,75;12,28629468;-0,04374643;185,9468699
4,8;12,26963006;-0,045491153;185,9978161
4,85;12,25296737;-0,047249887;186,0443039
4,9;12,23630638;-0,049021376;186,086526
4,95;12,21964689;-0,050804421;186,1246788
5;12,20298871;-0,052597878;186,1589616
5,05;12,18633167;-0,054400662;186,1895751
5,1;12,1696756;-0,056211747;186,2167202
5,15;12,15302035;-0,058030163;186,2405975
5,2;12,13636578;-0,059854996;186,2614058
5,25;12,11971177;-0,061685393;186,279342
5,3;12,10305821;-0,063520553;186,2945994
5,35;12,086405;-0,065359732;186,3073678
5,4;12,06975203;-0,067202241;186,3178328
5,45;12,05309924;-0,069047441;186,3261746
5,5;12,03644655;-0,070894746;186,3325685
5,55;12,0197939;-0,07274362;186,3371838
5,6;12,00314122;-0,074593572;186,3401835
5,65;11,98648848;-0,076444161;186,3417242
5,7;11,95283926;-0,080183997;186,3419531
5,75;11,91767149;-0,084092307;186,3410258
5,8;11,88865216;-0,0873166;186,3390861
5,85;11,86139133;-0,090344052;186,3362211
5,9;11,84325324;-0,092357381;186,3325637
5,95;11,81439916;-0,09555837;186,3282649
6;11,7878027;-0,098506359;186,3233974
6,05;11,75797517;-0,101809956;186,3180784
6,1;11,72889849;-0,105027757;186,3123882
6,15;11,7014156;-0,108065759;186,3064094
6,2;11,67361007;-0,111136758;186,3002325
6,25;11,64511262;-0,114281431;186,2939239
6,3;11,61995086;-0,117054871;186,2875513
6,35;11,58459979;-0,120947461;186,2811748
6,4;11,55510263;-0,124192235;186,2748443
6,45;11,52802415;-0,127167967;186,2686093
6,5;11,5113676;-0,128996559;186,2625149
6,55;11,49471084;-0,13082341;186,2565951
6,6;11,47805387;-0,132648576;186,2508812
6,65;11,46139672;-0,134472121;186,2453996
6,7;11,44473939;-0,136294116;186,2401726
6,75;11,42808188;-0,138114638;186,2352182
6,8;11,41142423;-0,139933768;186,2305506
6,85;11,39476642;-0,141751592;186,2261804
6,9;11,37810849;-0,143568197;186,222115
6,95;11,36145043;-0,145383673;186,2183588
7;11,34479226;-0,147198109;186,2149134
7,05;11,32813399;-0,149011595;186,2117778
7,1;11,31147563;-0,150824222;186,2089489
7,15;11,29481719;-0,152636077;186,2064217
7,2;11,27815869;-0,154447247;186,2041892
7,25;11,26150012;-0,156257816;186,202243
7,3;11,2448415;-0,158067866;186,2005732
7,35;11,22818284;-0,159877476;186,1991689
7,4;11,21152415;-0,16168672;186,1980182
7,45;11,19486543;-0,16349567;186,1971085
7,5;11,17820669;-0,165304394;186,1964263
7,55;11,16154793;-0,167112956;186,195958
7,6;11,14488917;-0,168921416;186,1956895
7,65;11,12823041;-0,170729829;186,1956064
7,7;11,10043391;-0,173747327;186,195693
7,75;11,07052429;-0,176994314;186,1959336
7,8;11,04099525;-0,180200147;186,1963173
7,85;11,01374966;-0,183158298;186,1968316
7,9;10,98806089;-0,18594766;186,1974655
7,95;10,96398072;-0,188562667;186,1982014
8;10,93803199;-0,191380986;186,1990236
8,05;10,91016178;-0,194408417;186,1999216
8,1;10,87133965;-0,198626147;186,2008862
8,15;10,85326704;-0,200589929;186,2019056
8,2;10,82419221;-0,2037497;186,2029665
8,25;10,79673839;-0,206733932;186,2040617
8,3;10,76962753;-0,209681332;186,2051806
8,35;10,74385577;-0,212483626;186,2063151
8,4;10,71955355;-0,215126651;186,2074565
8,45;10,69316033;-0,217997672;186,2085975
8,5;10,66395573;-0,221175027;186,2097317
8,55;10,64729747;-0,222987732;186,2108522
8,6;10,63063924;-0,224800759;186,2119538
8,65;10,61398105;-0,226614102;186,2130314
8,7;10,59732289;-0,228427754;186,2140805
8,75;10,58066477;-0,230241706;186,2150973
